datetime,daily_high_water_level(ft below land surface),daily_high_water_elevation(ft above msl),source,status,comment
2000-11-16,59.07,671.74,edwards aquifer authority,D,
2000-11-15,59.27,671.54,edwards aquifer authority,D,
2000-11-14,59.51,671.30,edwards aquifer authority,D,
2000-11-13,59.52,671.29,edwards aquifer authority,D,
2000-11-12,59.38,671.43,edwards aquifer authority,D,
2000-11-11,59.75,671.06,edwards aquifer authority,D,
2000-11-10,60.25,670.56,edwards aquifer authority,D,
2000-11-09,60.67,670.14,edwards aquifer authority,D,
2000-11-08,61.21,669.60,edwards aquifer authority,D,
2000-11-07,62.04,668.77,edwards aquifer authority,D,
2000-11-06,63.17,667.64,edwards aquifer authority,D,
2000-11-05,65.17,665.64,edwards aquifer authority,D,
2000-11-04,66.15,664.66,edwards aquifer authority,D,
2000-11-03,67.20,663.61,edwards aquifer authority,D,
2000-11-02,71.73,659.08,edwards aquifer authority,D,
2000-11-01,71.85,658.96,edwards aquifer authority,D,
2000-10-31,71.99,658.82,edwards aquifer authority,D,
2000-10-30,72.06,658.75,edwards aquifer authority,D,
2000-10-29,71.89,658.92,edwards aquifer authority,D,
2000-10-28,72.35,658.46,edwards aquifer authority,D,
2000-10-27,72.92,657.89,edwards aquifer authority,D,
2000-10-26,73.36,657.45,edwards aquifer authority,D,
2000-10-25,74.16,656.65,edwards aquifer authority,D,
2000-10-24,75.14,655.67,edwards aquifer authority,D,
2000-10-23,77.25,653.56,edwards aquifer authority,D,
2000-10-22,77.79,653.02,edwards aquifer authority,D,
2000-10-21,78.36,652.45,edwards aquifer authority,D,
2000-10-20,79.02,651.79,edwards aquifer authority,D,
2000-10-19,79.24,651.57,edwards aquifer authority,D,
2000-10-18,79.71,651.10,edwards aquifer authority,D,
2000-10-17,80.77,650.04,edwards aquifer authority,D,
2000-10-16,80.95,649.86,edwards aquifer authority,D,
2000-10-15,80.56,650.25,edwards aquifer authority,D,
2000-10-14,80.65,650.16,edwards aquifer authority,D,
2000-10-13,80.97,649.84,edwards aquifer authority,D,
2000-10-12,81.41,649.40,edwards aquifer authority,D,
2000-10-11,81.21,649.60,edwards aquifer authority,D,
2000-10-10,82.54,648.27,edwards aquifer authority,D,
2000-10-09,83.52,647.29,edwards aquifer authority,D,
2000-10-08,84.79,646.02,edwards aquifer authority,D,
2000-10-07,86.15,644.66,edwards aquifer authority,D,
2000-10-06,87.49,643.32,edwards aquifer authority,D,
2000-10-05,88.61,642.20,edwards aquifer authority,D,
2000-10-04,88.30,642.51,edwards aquifer authority,D,
2000-10-03,87.92,642.89,edwards aquifer authority,D,
2000-10-02,87.17,643.64,edwards aquifer authority,D,
2000-10-01,86.14,644.67,edwards aquifer authority,D,
2000-09-30,86.45,644.36,edwards aquifer authority,D,
2000-09-29,86.98,643.83,edwards aquifer authority,D,
2000-09-28,86.64,644.17,edwards aquifer authority,D,
2000-09-27,86.80,644.01,edwards aquifer authority,D,
2000-09-26,87.10,643.71,edwards aquifer authority,D,
2000-09-25,87.56,643.25,edwards aquifer authority,D,
2000-09-24,88.03,642.78,edwards aquifer authority,D,
2000-09-23,88.31,642.50,edwards aquifer authority,D,
2000-09-22,88.32,642.49,edwards aquifer authority,D,
2000-09-21,88.31,642.50,edwards aquifer authority,D,
2000-09-20,88.21,642.60,edwards aquifer authority,D,
2000-09-19,87.81,643.00,edwards aquifer authority,D,
2000-09-18,87.60,643.21,edwards aquifer authority,D,
2000-09-17,87.23,643.58,edwards aquifer authority,D,
2000-09-16,87.67,643.14,edwards aquifer authority,D,
2000-09-15,89.09,641.72,edwards aquifer authority,D,
2000-09-14,90.15,640.66,edwards aquifer authority,D,
2000-09-13,91.79,639.02,edwards aquifer authority,D,
2000-09-12,93.38,637.43,edwards aquifer authority,D,
2000-09-11,93.36,637.45,edwards aquifer authority,D,
2000-09-10,92.88,637.93,edwards aquifer authority,D,
2000-09-09,93.37,637.44,edwards aquifer authority,D,
2000-09-08,94.89,635.92,edwards aquifer authority,D,
2000-09-07,95.34,635.47,edwards aquifer authority,D,
2000-09-06,95.21,635.60,edwards aquifer authority,D,
2000-09-05,94.75,636.06,edwards aquifer authority,D,
2000-09-04,93.13,637.68,edwards aquifer authority,D,
2000-09-03,92.56,638.25,edwards aquifer authority,D,
2000-09-02,93.10,637.71,edwards aquifer authority,D,
2000-09-01,93.83,636.98,edwards aquifer authority,D,
2000-08-31,93.41,637.40,edwards aquifer authority,D,
2000-08-30,93.10,637.71,edwards aquifer authority,D,
2000-08-29,92.61,638.20,edwards aquifer authority,D,
2000-08-28,91.45,639.36,edwards aquifer authority,D,
2000-08-27,90.57,640.24,edwards aquifer authority,D,
2000-08-26,90.75,640.06,edwards aquifer authority,D,
2000-08-25,91.33,639.48,edwards aquifer authority,D,
2000-08-24,91.37,639.44,edwards aquifer authority,D,
2000-08-23,91.09,639.72,edwards aquifer authority,D,
2000-08-22,91.11,639.70,edwards aquifer authority,D,
2000-08-21,91.21,639.60,edwards aquifer authority,D,
2000-08-20,90.33,640.48,edwards aquifer authority,D,
2000-08-19,90.87,639.94,edwards aquifer authority,D,
2000-08-18,91.81,639.00,edwards aquifer authority,D,
2000-08-17,91.42,639.39,edwards aquifer authority,D,
2000-08-16,90.98,639.83,edwards aquifer authority,D,
2000-08-15,90.80,640.01,edwards aquifer authority,D,
2000-08-14,90.44,640.37,edwards aquifer authority,D,
2000-08-13,89.55,641.26,edwards aquifer authority,D,
2000-08-12,89.90,640.91,edwards aquifer authority,D,
2000-08-11,90.53,640.28,edwards aquifer authority,D,
2000-08-10,90.39,640.42,edwards aquifer authority,D,
2000-08-09,89.66,641.15,edwards aquifer authority,D,
2000-08-08,89.37,641.44,edwards aquifer authority,D,
2000-08-07,88.40,642.41,edwards aquifer authority,D,
2000-08-06,87.72,643.09,edwards aquifer authority,D,
2000-08-05,88.13,642.68,edwards aquifer authority,D,
2000-08-04,88.72,642.09,edwards aquifer authority,D,
2000-08-03,88.41,642.40,edwards aquifer authority,D,
2000-08-02,87.71,643.10,edwards aquifer authority,D,
2000-08-01,87.48,643.33,edwards aquifer authority,D,
2000-07-31,87.58,643.23,edwards aquifer authority,D,
2000-07-30,88.17,642.64,edwards aquifer authority,D,
2000-07-29,89.43,641.38,edwards aquifer authority,D,
2000-07-28,90.31,640.50,edwards aquifer authority,D,
2000-07-27,90.51,640.30,edwards aquifer authority,D,
2000-07-26,90.31,640.50,edwards aquifer authority,D,
2000-07-25,88.66,642.15,edwards aquifer authority,D,
2000-07-24,87.18,643.63,edwards aquifer authority,D,
2000-07-23,87.48,643.33,edwards aquifer authority,D,
2000-07-22,87.97,642.84,edwards aquifer authority,D,
2000-07-21,88.62,642.19,edwards aquifer authority,D,
2000-07-20,88.40,642.41,edwards aquifer authority,D,
2000-07-19,88.24,642.57,edwards aquifer authority,D,
2000-07-18,87.08,643.73,edwards aquifer authority,D,
2000-07-17,85.66,645.15,edwards aquifer authority,D,
2000-07-16,84.77,646.04,edwards aquifer authority,D,
2000-07-15,84.94,645.87,edwards aquifer authority,D,
2000-07-14,85.11,645.70,edwards aquifer authority,D,
2000-07-13,84.67,646.14,edwards aquifer authority,D,
2000-07-12,84.00,646.81,edwards aquifer authority,D,
2000-07-11,83.06,647.75,edwards aquifer authority,D,
2000-07-10,81.72,649.09,edwards aquifer authority,D,
2000-07-09,81.34,649.47,edwards aquifer authority,D,
2000-07-08,81.10,649.71,edwards aquifer authority,D,
2000-07-07,80.94,649.87,edwards aquifer authority,D,
2000-07-06,80.34,650.47,edwards aquifer authority,D,
2000-07-05,79.54,651.27,edwards aquifer authority,D,
2000-07-04,78.79,652.02,edwards aquifer authority,D,
2000-07-03,78.36,652.45,edwards aquifer authority,D,
2000-07-02,77.68,653.13,edwards aquifer authority,D,
2000-07-01,77.76,653.05,edwards aquifer authority,D,
2000-06-30,77.80,653.01,edwards aquifer authority,D,
2000-06-29,77.01,653.80,edwards aquifer authority,D,
2000-06-28,76.48,654.33,edwards aquifer authority,D,
2000-06-27,75.72,655.09,edwards aquifer authority,D,
2000-06-26,74.59,656.22,edwards aquifer authority,D,
2000-06-25,74.10,656.71,edwards aquifer authority,D,
2000-06-24,74.16,656.65,edwards aquifer authority,D,
2000-06-23,73.77,657.04,edwards aquifer authority,D,
2000-06-22,73.35,657.46,edwards aquifer authority,D,
2000-06-21,72.85,657.96,edwards aquifer authority,D,
2000-06-20,72.62,658.19,edwards aquifer authority,D,
2000-06-19,72.52,658.29,edwards aquifer authority,D,
2000-06-18,72.86,657.95,edwards aquifer authority,D,
2000-06-17,73.18,657.63,edwards aquifer authority,D,
2000-06-16,73.25,657.56,edwards aquifer authority,D,
2000-06-15,73.41,657.40,edwards aquifer authority,D,
2000-06-14,73.62,657.19,edwards aquifer authority,D,
2000-06-13,74.09,656.72,edwards aquifer authority,D,
2000-06-12,75.14,655.67,edwards aquifer authority,D,
2000-06-11,76.83,653.98,edwards aquifer authority,D,
2000-06-10,79.47,651.34,edwards aquifer authority,D,
2000-06-09,83.31,647.50,edwards aquifer authority,D,
2000-06-08,84.94,645.87,edwards aquifer authority,D,
2000-06-07,84.43,646.38,edwards aquifer authority,D,
2000-06-06,83.72,647.09,edwards aquifer authority,D,
2000-06-05,84.03,646.78,edwards aquifer authority,D,
2000-06-04,84.59,646.22,edwards aquifer authority,D,
2000-06-03,84.78,646.03,edwards aquifer authority,D,
2000-06-02,84.59,646.22,edwards aquifer authority,D,
2000-06-01,83.58,647.23,edwards aquifer authority,D,
2000-05-31,82.75,648.06,edwards aquifer authority,D,
2000-05-30,81.42,649.39,edwards aquifer authority,D,
2000-05-29,81.01,649.80,edwards aquifer authority,D,
2000-05-28,81.57,649.24,edwards aquifer authority,D,
2000-05-27,81.95,648.86,edwards aquifer authority,D,
2000-05-26,81.80,649.01,edwards aquifer authority,D,
2000-05-25,81.19,649.62,edwards aquifer authority,D,
2000-05-24,80.26,650.55,edwards aquifer authority,D,
2000-05-23,79.67,651.14,edwards aquifer authority,D,
2000-05-22,79.05,651.76,edwards aquifer authority,D,
2000-05-21,79.08,651.73,edwards aquifer authority,D,
2000-05-20,80.47,650.34,edwards aquifer authority,D,
2000-05-19,82.31,648.50,edwards aquifer authority,D,
2000-05-18,82.31,648.50,edwards aquifer authority,D,
2000-05-17,81.58,649.23,edwards aquifer authority,D,
2000-05-16,80.08,650.73,edwards aquifer authority,D,
2000-05-15,79.05,651.76,edwards aquifer authority,D,
2000-05-14,79.08,651.73,edwards aquifer authority,D,
2000-05-13,80.14,650.67,edwards aquifer authority,D,
2000-05-12,80.33,650.48,edwards aquifer authority,D,
2000-05-11,79.38,651.43,edwards aquifer authority,D,
2000-05-10,78.09,652.72,edwards aquifer authority,D,
2000-05-09,77.08,653.73,edwards aquifer authority,D,
2000-05-08,76.11,654.70,edwards aquifer authority,D,
2000-05-07,75.41,655.40,edwards aquifer authority,D,
2000-05-06,75.38,655.43,edwards aquifer authority,D,
2000-05-05,76.09,654.72,edwards aquifer authority,D,
2000-05-04,76.41,654.40,edwards aquifer authority,D,
2000-05-03,76.92,653.89,edwards aquifer authority,D,
2000-05-02,78.05,652.76,edwards aquifer authority,D,
2000-05-01,80.14,650.67,edwards aquifer authority,D,
2000-04-30,81.31,649.50,edwards aquifer authority,D,
2000-04-29,80.65,650.16,edwards aquifer authority,D,
2000-04-28,79.86,650.95,edwards aquifer authority,D,
2000-04-27,79.04,651.77,edwards aquifer authority,D,
2000-04-26,77.75,653.06,edwards aquifer authority,D,
2000-04-25,76.69,654.12,edwards aquifer authority,D,
2000-04-24,75.13,655.68,edwards aquifer authority,D,
2000-04-23,74.01,656.80,edwards aquifer authority,D,
2000-04-22,73.99,656.82,edwards aquifer authority,D,
2000-04-21,73.40,657.41,edwards aquifer authority,D,
2000-04-20,72.69,658.12,edwards aquifer authority,D,
2000-04-19,72.30,658.51,edwards aquifer authority,D,
2000-04-18,71.97,658.84,edwards aquifer authority,D,
2000-04-17,71.65,659.16,edwards aquifer authority,D,
2000-04-16,70.98,659.83,edwards aquifer authority,D,
2000-04-15,70.65,660.16,edwards aquifer authority,D,
2000-04-14,70.91,659.90,edwards aquifer authority,D,
2000-04-13,71.06,659.75,edwards aquifer authority,D,
2000-04-12,71.49,659.32,edwards aquifer authority,D,
2000-04-11,71.52,659.29,edwards aquifer authority,D,
2000-04-10,71.36,659.45,edwards aquifer authority,D,
2000-04-09,70.87,659.94,edwards aquifer authority,D,
2000-04-08,70.96,659.85,edwards aquifer authority,D,
2000-04-07,70.37,660.44,edwards aquifer authority,D,
2000-04-06,70.02,660.79,edwards aquifer authority,D,
2000-04-05,70.20,660.61,edwards aquifer authority,D,
2000-04-04,70.66,660.15,edwards aquifer authority,D,
2000-04-03,71.24,659.57,edwards aquifer authority,D,
2000-04-02,71.80,659.01,edwards aquifer authority,D,
2000-04-01,72.60,658.21,edwards aquifer authority,D,
2000-03-31,72.81,658.00,edwards aquifer authority,D,
2000-03-30,72.46,658.35,edwards aquifer authority,D,
2000-03-29,71.96,658.85,edwards aquifer authority,D,
2000-03-28,71.90,658.91,edwards aquifer authority,D,
2000-03-27,71.63,659.18,edwards aquifer authority,D,
2000-03-26,71.00,659.81,edwards aquifer authority,D,
2000-03-25,70.39,660.42,edwards aquifer authority,D,
2000-03-24,70.25,660.56,edwards aquifer authority,D,
2000-03-23,69.90,660.91,edwards aquifer authority,D,
2000-03-22,69.62,661.19,edwards aquifer authority,D,
2000-03-21,69.56,661.25,edwards aquifer authority,D,
2000-03-20,69.35,661.46,edwards aquifer authority,D,
2000-03-19,69.11,661.70,edwards aquifer authority,D,
2000-03-18,69.42,661.39,edwards aquifer authority,D,
2000-03-17,70.19,660.62,edwards aquifer authority,D,
2000-03-16,70.16,660.65,edwards aquifer authority,D,
2000-03-15,70.34,660.47,edwards aquifer authority,D,
2000-03-14,71.08,659.73,edwards aquifer authority,D,
2000-03-13,71.31,659.50,edwards aquifer authority,D,
2000-03-12,70.83,659.98,edwards aquifer authority,D,
2000-03-11,70.72,660.09,edwards aquifer authority,D,
2000-03-10,70.55,660.26,edwards aquifer authority,D,
2000-03-09,70.13,660.68,edwards aquifer authority,D,
2000-03-08,69.87,660.94,edwards aquifer authority,D,
2000-03-07,69.81,661.00,edwards aquifer authority,D,
2000-03-06,69.64,661.17,edwards aquifer authority,D,
2000-03-05,69.30,661.51,edwards aquifer authority,D,
2000-03-04,69.20,661.61,edwards aquifer authority,D,
2000-03-03,68.91,661.90,edwards aquifer authority,D,
2000-03-02,68.44,662.37,edwards aquifer authority,D,
2000-03-01,68.52,662.29,edwards aquifer authority,D,
2000-02-29,68.31,662.50,edwards aquifer authority,D,
2000-02-28,68.11,662.70,edwards aquifer authority,D,
2000-02-27,67.76,663.05,edwards aquifer authority,D,
2000-02-26,67.98,662.83,edwards aquifer authority,D,
2000-02-25,67.53,663.28,edwards aquifer authority,D,
2000-02-24,67.80,663.01,edwards aquifer authority,D,
2000-02-23,68.50,662.31,edwards aquifer authority,D,
2000-02-22,68.94,661.87,edwards aquifer authority,D,
2000-02-21,68.80,662.01,edwards aquifer authority,D,
2000-02-20,68.57,662.24,edwards aquifer authority,D,
2000-02-19,68.59,662.22,edwards aquifer authority,D,
2000-02-18,68.53,662.28,edwards aquifer authority,D,
2000-02-17,68.35,662.46,edwards aquifer authority,D,
2000-02-16,68.21,662.60,edwards aquifer authority,D,
2000-02-15,67.84,662.97,edwards aquifer authority,D,
2000-02-14,67.55,663.26,edwards aquifer authority,D,
2000-02-13,66.95,663.86,edwards aquifer authority,D,
2000-02-12,67.01,663.80,edwards aquifer authority,D,
2000-02-11,66.88,663.93,edwards aquifer authority,D,
2000-02-10,66.40,664.41,edwards aquifer authority,D,
2000-02-09,66.21,664.60,edwards aquifer authority,D,
2000-02-08,65.96,664.85,edwards aquifer authority,D,
2000-02-07,65.53,665.28,edwards aquifer authority,D,
2000-02-06,65.14,665.67,edwards aquifer authority,D,
2000-02-05,65.20,665.61,edwards aquifer authority,D,
2000-02-04,65.26,665.55,edwards aquifer authority,D,
2000-02-03,65.24,665.57,edwards aquifer authority,D,
2000-02-02,65.92,664.89,edwards aquifer authority,D,
2000-02-01,66.50,664.31,edwards aquifer authority,D,
2000-01-31,66.44,664.37,edwards aquifer authority,D,
2000-01-30,66.27,664.54,edwards aquifer authority,D,
2000-01-29,66.33,664.48,edwards aquifer authority,D,
2000-01-28,66.60,664.21,edwards aquifer authority,D,
2000-01-27,66.85,663.96,edwards aquifer authority,D,
2000-01-26,67.12,663.69,edwards aquifer authority,D,
2000-01-25,67.07,663.74,edwards aquifer authority,D,
2000-01-24,67.05,663.76,edwards aquifer authority,D,
2000-01-23,66.39,664.42,edwards aquifer authority,D,
2000-01-22,66.30,664.51,edwards aquifer authority,D,
2000-01-21,66.70,664.11,edwards aquifer authority,D,
2000-01-20,66.45,664.36,edwards aquifer authority,D,
2000-01-19,66.14,664.67,edwards aquifer authority,D,
2000-01-18,66.27,664.54,edwards aquifer authority,D,
2000-01-17,66.02,664.79,edwards aquifer authority,D,
2000-01-16,65.86,664.95,edwards aquifer authority,D,
2000-01-15,66.07,664.74,edwards aquifer authority,D,
2000-01-14,66.17,664.64,edwards aquifer authority,D,
2000-01-13,65.98,664.83,edwards aquifer authority,D,
2000-01-12,65.84,664.97,edwards aquifer authority,D,
2000-01-11,65.90,664.91,edwards aquifer authority,D,
2000-01-10,65.85,664.96,edwards aquifer authority,D,
2000-01-09,65.66,665.15,edwards aquifer authority,D,
2000-01-08,66.24,664.57,edwards aquifer authority,D,
2000-01-07,66.94,663.87,edwards aquifer authority,D,
2000-01-06,67.21,663.60,edwards aquifer authority,D,
2000-01-05,67.37,663.44,edwards aquifer authority,D,
2000-01-04,67.25,663.56,edwards aquifer authority,D,
2000-01-03,66.89,663.92,edwards aquifer authority,D,
2000-01-02,66.91,663.90,edwards aquifer authority,D,
2000-01-01,67.35,663.46,edwards aquifer authority,D,
1999-12-31,67.12,663.69,edwards aquifer authority,D,
1999-12-30,66.75,664.06,edwards aquifer authority,D,
1999-12-29,66.54,664.27,edwards aquifer authority,D,
1999-12-28,66.48,664.33,edwards aquifer authority,D,
1999-12-27,65.94,664.87,edwards aquifer authority,D,
1999-12-26,66.00,664.81,edwards aquifer authority,D,
1999-12-25,66.48,664.33,edwards aquifer authority,D,
1999-12-24,66.66,664.15,edwards aquifer authority,D,
1999-12-23,66.68,664.13,edwards aquifer authority,D,
1999-12-22,66.90,663.91,edwards aquifer authority,D,
1999-12-21,67.08,663.73,edwards aquifer authority,D,
1999-12-20,67.07,663.74,edwards aquifer authority,D,
1999-12-19,66.90,663.91,edwards aquifer authority,D,
1999-12-18,67.11,663.70,edwards aquifer authority,D,
1999-12-17,67.22,663.59,edwards aquifer authority,D,
1999-12-16,67.37,663.44,edwards aquifer authority,D,
1999-12-15,67.02,663.79,edwards aquifer authority,D,
1999-12-14,66.86,663.95,edwards aquifer authority,D,
1999-12-13,66.87,663.94,edwards aquifer authority,D,
1999-12-12,66.81,664.00,edwards aquifer authority,D,
1999-12-11,67.54,663.27,edwards aquifer authority,D,
1999-12-10,67.90,662.91,edwards aquifer authority,D,
1999-12-09,68.02,662.79,edwards aquifer authority,D,
1999-12-08,67.84,662.97,edwards aquifer authority,D,
1999-12-07,68.05,662.76,edwards aquifer authority,D,
1999-12-06,67.98,662.83,edwards aquifer authority,D,
1999-12-05,67.74,663.07,edwards aquifer authority,D,
1999-12-04,67.87,662.94,edwards aquifer authority,D,
1999-12-03,67.97,662.84,edwards aquifer authority,D,
1999-12-02,67.86,662.95,edwards aquifer authority,D,
1999-12-01,68.14,662.67,edwards aquifer authority,D,
1999-11-30,68.15,662.66,edwards aquifer authority,D,
1999-11-29,68.05,662.76,edwards aquifer authority,D,
1999-11-28,67.28,663.53,edwards aquifer authority,D,
1999-11-27,67.29,663.52,edwards aquifer authority,D,
1999-11-26,67.39,663.42,edwards aquifer authority,D,
1999-11-25,67.93,662.88,edwards aquifer authority,D,
1999-11-24,68.45,662.36,edwards aquifer authority,D,
1999-11-23,68.39,662.42,edwards aquifer authority,D,
1999-11-22,68.49,662.32,edwards aquifer authority,D,
1999-11-21,68.42,662.39,edwards aquifer authority,D,
1999-11-20,68.68,662.13,edwards aquifer authority,D,
1999-11-19,68.87,661.94,edwards aquifer authority,D,
1999-11-18,68.67,662.14,edwards aquifer authority,D,
1999-11-17,68.82,661.99,edwards aquifer authority,D,
1999-11-16,68.60,662.21,edwards aquifer authority,D,
1999-11-15,68.48,662.33,edwards aquifer authority,D,
1999-11-14,68.25,662.56,edwards aquifer authority,D,
1999-11-13,68.20,662.61,edwards aquifer authority,D,
1999-11-12,68.43,662.38,edwards aquifer authority,D,
1999-11-11,68.12,662.69,edwards aquifer authority,D,
1999-11-10,68.09,662.72,edwards aquifer authority,D,
1999-11-09,67.94,662.87,edwards aquifer authority,D,
1999-11-08,68.17,662.64,edwards aquifer authority,D,
1999-11-07,67.74,663.07,edwards aquifer authority,D,
1999-11-06,67.75,663.06,edwards aquifer authority,D,
1999-11-05,67.63,663.18,edwards aquifer authority,D,
1999-11-04,67.24,663.57,edwards aquifer authority,D,
1999-11-03,67.30,663.51,edwards aquifer authority,D,
1999-11-02,67.27,663.54,edwards aquifer authority,D,
1999-11-01,67.03,663.78,edwards aquifer authority,D,
1999-10-31,67.12,663.69,edwards aquifer authority,D,
1999-10-30,68.09,662.72,edwards aquifer authority,D,
1999-10-29,68.67,662.14,edwards aquifer authority,D,
1999-10-28,68.79,662.02,edwards aquifer authority,D,
1999-10-27,68.72,662.09,edwards aquifer authority,D,
1999-10-26,68.68,662.13,edwards aquifer authority,D,
1999-10-25,68.89,661.92,edwards aquifer authority,D,
1999-10-24,68.45,662.36,edwards aquifer authority,D,
1999-10-23,68.29,662.52,edwards aquifer authority,D,
1999-10-22,68.67,662.14,edwards aquifer authority,D,
1999-10-21,68.81,662.00,edwards aquifer authority,D,
1999-10-20,69.28,661.53,edwards aquifer authority,D,
1999-10-19,69.96,660.85,edwards aquifer authority,D,
1999-10-18,70.69,660.12,edwards aquifer authority,D,
1999-10-17,71.90,658.91,edwards aquifer authority,D,
1999-10-16,73.29,657.52,edwards aquifer authority,D,
1999-10-15,73.92,656.89,edwards aquifer authority,D,
1999-10-14,73.53,657.28,edwards aquifer authority,D,
1999-10-13,73.52,657.29,edwards aquifer authority,D,
1999-10-12,73.53,657.28,edwards aquifer authority,D,
1999-10-11,72.97,657.84,edwards aquifer authority,D,
1999-10-10,72.51,658.30,edwards aquifer authority,D,
1999-10-09,72.14,658.67,edwards aquifer authority,D,
1999-10-08,72.34,658.47,edwards aquifer authority,D,
1999-10-07,72.37,658.44,edwards aquifer authority,D,
1999-10-06,72.31,658.50,edwards aquifer authority,D,
1999-10-05,72.15,658.66,edwards aquifer authority,D,
1999-10-04,72.35,658.46,edwards aquifer authority,D,
1999-10-03,71.84,658.97,edwards aquifer authority,D,
1999-10-02,71.75,659.06,edwards aquifer authority,D,
1999-10-01,71.93,658.88,edwards aquifer authority,D,
1999-09-30,71.51,659.30,edwards aquifer authority,D,
1999-09-29,71.88,658.93,edwards aquifer authority,D,
1999-09-28,71.83,658.98,edwards aquifer authority,D,
1999-09-27,71.80,659.01,edwards aquifer authority,D,
1999-09-26,70.97,659.84,edwards aquifer authority,D,
1999-09-25,71.33,659.48,edwards aquifer authority,D,
1999-09-24,71.39,659.42,edwards aquifer authority,D,
1999-09-23,71.16,659.65,edwards aquifer authority,D,
1999-09-22,71.24,659.57,edwards aquifer authority,D,
1999-09-21,71.39,659.42,edwards aquifer authority,D,
1999-09-20,70.74,660.07,edwards aquifer authority,D,
1999-09-19,70.27,660.54,edwards aquifer authority,D,
1999-09-18,70.11,660.70,edwards aquifer authority,D,
1999-09-17,70.06,660.75,edwards aquifer authority,D,
1999-09-16,69.49,661.32,edwards aquifer authority,D,
1999-09-15,69.22,661.59,edwards aquifer authority,D,
1999-09-14,69.05,661.76,edwards aquifer authority,D,
1999-09-13,69.09,661.72,edwards aquifer authority,D,
1999-09-12,68.52,662.29,edwards aquifer authority,D,
1999-09-11,68.07,662.74,edwards aquifer authority,D,
1999-09-10,67.99,662.82,edwards aquifer authority,D,
1999-09-09,67.74,663.07,edwards aquifer authority,D,
1999-09-08,67.94,662.87,edwards aquifer authority,D,
1999-09-07,68.09,662.72,edwards aquifer authority,D,
1999-09-06,67.76,663.05,edwards aquifer authority,D,
1999-09-05,68.11,662.70,edwards aquifer authority,D,
1999-09-04,67.97,662.84,edwards aquifer authority,D,
1999-09-03,67.95,662.86,edwards aquifer authority,D,
1999-09-02,67.58,663.23,edwards aquifer authority,D,
1999-09-01,67.41,663.40,edwards aquifer authority,D,
1999-08-31,67.07,663.74,edwards aquifer authority,D,
1999-08-30,66.98,663.83,edwards aquifer authority,D,
1999-08-29,67.42,663.39,edwards aquifer authority,D,
1999-08-28,66.89,663.92,edwards aquifer authority,D,
1999-08-27,66.78,664.03,edwards aquifer authority,D,
1999-08-26,66.48,664.33,edwards aquifer authority,D,
1999-08-25,66.40,664.41,edwards aquifer authority,D,
1999-08-24,67.23,663.58,edwards aquifer authority,D,
1999-08-23,68.99,661.82,edwards aquifer authority,D,
1999-08-22,70.16,660.65,edwards aquifer authority,D,
1999-08-21,70.16,660.65,edwards aquifer authority,D,
1999-08-20,70.30,660.51,edwards aquifer authority,D,
1999-08-19,69.68,661.13,edwards aquifer authority,D,
1999-08-18,69.49,661.32,edwards aquifer authority,D,
1999-08-17,69.76,661.05,edwards aquifer authority,D,
1999-08-16,69.22,661.59,edwards aquifer authority,D,
1999-08-15,68.12,662.69,edwards aquifer authority,D,
1999-08-14,67.52,663.29,edwards aquifer authority,D,
1999-08-13,67.36,663.45,edwards aquifer authority,D,
1999-08-12,66.56,664.25,edwards aquifer authority,D,
1999-08-11,65.80,665.01,edwards aquifer authority,D,
1999-08-10,65.29,665.52,edwards aquifer authority,D,
1999-08-09,65.08,665.73,edwards aquifer authority,D,
1999-08-08,64.05,666.76,edwards aquifer authority,D,
1999-08-07,63.43,667.38,edwards aquifer authority,D,
1999-08-06,63.11,667.70,edwards aquifer authority,D,
1999-08-05,62.92,667.89,edwards aquifer authority,D,
1999-08-04,63.58,667.23,edwards aquifer authority,D,
1999-08-03,62.91,667.90,edwards aquifer authority,D,
1999-08-02,62.21,668.60,edwards aquifer authority,D,
1999-08-01,61.59,669.22,edwards aquifer authority,D,
1999-07-31,60.94,669.87,edwards aquifer authority,D,
1999-07-30,60.46,670.35,edwards aquifer authority,D,
1999-07-29,59.88,670.93,edwards aquifer authority,D,
1999-07-28,59.20,671.61,edwards aquifer authority,D,
1999-07-27,58.69,672.12,edwards aquifer authority,D,
1999-07-26,58.15,672.66,edwards aquifer authority,D,
1999-07-25,57.54,673.27,edwards aquifer authority,D,
1999-07-24,57.06,673.75,edwards aquifer authority,D,
1999-07-23,56.66,674.15,edwards aquifer authority,D,
1999-07-22,56.38,674.43,edwards aquifer authority,D,
1999-07-21,56.46,674.35,edwards aquifer authority,D,
1999-07-20,56.36,674.45,edwards aquifer authority,D,
1999-07-19,56.38,674.43,edwards aquifer authority,D,
1999-07-18,56.53,674.28,edwards aquifer authority,D,
1999-07-17,56.84,673.97,edwards aquifer authority,D,
1999-07-16,56.54,674.27,edwards aquifer authority,D,
1999-07-15,56.18,674.63,edwards aquifer authority,D,
1999-07-14,55.90,674.91,edwards aquifer authority,D,
1999-07-13,56.11,674.70,edwards aquifer authority,D,
1999-07-12,56.67,674.14,edwards aquifer authority,D,
1999-07-11,57.46,673.35,edwards aquifer authority,D,
1999-07-10,57.92,672.89,edwards aquifer authority,D,
1999-07-09,57.56,673.25,edwards aquifer authority,D,
1999-07-08,57.23,673.58,edwards aquifer authority,D,
